age,sex,body_type,height,job,lives_in_san_francisco,religious,sign,age_grouped
24,m,a little extra,74.0,unemployed,False,True,scorpio,20.0
28,f,thin,65.0,education / academia,True,True,virgo,25.0
24,f,curvy,62.0,other,True,False,taurus,20.0
28,m,thin,72.0,not specified,False,False,unknown,25.0
23,m,athletic,72.0,not specified,True,False,aries,20.0
24,f,fit,66.0,student,False,False,aries,20.0
28,m,average,70.0,banking / financial / real estate,True,False,unknown,25.0
33,m,average,72.0,computer / hardware / software,True,True,libra,30.0
27,m,fit,72.0,other,False,False,leo,25.0
23,f,curvy,66.0,computer / hardware / software,True,False,virgo,20.0
32,m,average,75.0,sales / marketing / biz dev,True,True,aquarius,30.0
40,f,rather not say,64.0,education / academia,False,False,leo,40.0
52,f,fit,62.0,transportation,True,True,sagittarius,50.0
44,f,thin,66.0,executive / management,True,False,unknown,40.0
33,f,curvy,66.0,law / legal services,True,True,pisces,30.0
32,f,rather not say,65.0,medicine / health,True,True,gemini,30.0
23,f,average,67.0,other,True,True,unknown,20.0
22,m,thin,67.0,science / tech / engineering,False,False,sagittarius,20.0
18,m,athletic,70.0,artistic / musical / writer,False,True,scorpio,15.0
29,m,athletic,67.0,science / tech / engineering,True,True,cancer,25.0
23,m,jacked,75.0,law / legal services,True,False,aquarius,20.0
27,f,rather not say,70.0,not specified,True,False,unknown,25.0
27,f,skinny,62.0,artistic / musical / writer,True,False,cancer,25.0
27,m,jacked,65.0,artistic / musical / writer,False,False,gemini,25.0
30,f,curvy,67.0,sales / marketing / biz dev,True,True,aries,30.0
34,m,average,68.0,science / tech / engineering,True,False,aquarius,30.0
32,m,fit,67.0,not specified,True,False,unknown,30.0
25,f,curvy,60.0,clerical / administrative,False,True,cancer,25.0
57,m,fit,68.0,political / government,True,False,scorpio,55.0
34,f,thin,62.0,hospitality / travel,False,True,pisces,30.0
22,f,fit,64.0,other,True,False,unknown,20.0
22,f,average,64.0,unemployed,False,True,capricorn,20.0
35,f,curvy,65.0,sales / marketing / biz dev,False,False,taurus,35.0
31,f,fit,65.0,other,False,True,taurus,30.0
52,f,a little extra,63.0,science / tech / engineering,False,True,libra,50.0
25,f,fit,64.0,artistic / musical / writer,True,False,pisces,25.0
44,f,curvy,65.0,executive / management,False,True,sagittarius,40.0
23,m,jacked,75.0,law / legal services,True,True,aquarius,20.0
33,m,athletic,73.0,not specified,False,False,gemini,30.0
23,m,fit,73.0,sales / marketing / biz dev,False,True,pisces,20.0
33,m,athletic,70.0,entertainment / media,True,False,pisces,30.0
19,m,athletic,72.0,student,False,False,gemini,15.0
23,m,athletic,69.0,not specified,True,False,cancer,20.0
40,m,fit,70.0,artistic / musical / writer,False,True,cancer,40.0
29,m,athletic,72.0,entertainment / media,False,True,cancer,25.0
40,m,a little extra,71.0,other,False,False,scorpio,40.0
24,m,average,73.0,student,False,True,cancer,20.0
23,f,skinny,62.0,education / academia,False,False,aries,20.0
38,f,average,63.0,computer / hardware / software,True,True,virgo,35.0
54,f,thin,66.0,artistic / musical / writer,False,False,leo,50.0
28,f,average,69.0,medicine / health,False,False,leo,25.0
22,f,average,68.0,sales / marketing / biz dev,False,True,aquarius,20.0
33,f,curvy,64.0,other,False,True,capricorn,30.0
27,m,athletic,67.0,not specified,True,True,unknown,25.0
28,m,rather not say,71.0,executive / management,True,False,unknown,25.0
31,m,average,68.0,entertainment / media,False,False,capricorn,30.0
27,f,athletic,64.0,education / academia,True,True,gemini,25.0
18,m,a little extra,69.0,not specified,False,False,libra,15.0
28,m,average,68.0,other,True,True,cancer,25.0
21,m,average,74.0,student,True,True,unknown,20.0
22,m,average,68.0,other,True,True,taurus,20.0
23,m,athletic,69.0,military,True,True,aquarius,20.0
21,m,fit,66.0,not specified,True,False,unknown,20.0
26,m,athletic,72.0,computer / hardware / software,True,False,unknown,25.0
31,m,rather not say,72.0,not specified,True,False,unknown,30.0
31,m,athletic,72.0,sales / marketing / biz dev,False,False,gemini,30.0
29,m,thin,75.0,sales / marketing / biz dev,True,False,capricorn,25.0
43,f,curvy,70.0,executive / management,False,False,unknown,40.0
29,f,a little extra,67.0,other,False,True,taurus,25.0
30,f,fit,64.0,sales / marketing / biz dev,True,False,leo,30.0
38,f,rather not say,63.0,medicine / health,False,False,aquarius,35.0
28,f,athletic,59.0,not specified,False,True,sagittarius,25.0
34,f,average,65.0,science / tech / engineering,False,True,leo,30.0
32,f,fit,63.0,executive / management,True,False,pisces,30.0
23,f,fit,68.0,law / legal services,False,True,virgo,20.0
26,f,average,67.0,not specified,True,True,unknown,25.0
27,f,curvy,65.0,transportation,False,False,virgo,25.0
26,f,fit,65.0,entertainment / media,True,False,unknown,25.0
27,f,average,69.0,law / legal services,False,True,leo,25.0
26,f,thin,67.0,artistic / musical / writer,False,True,leo,25.0
32,m,average,69.0,medicine / health,False,True,gemini,30.0
27,m,athletic,66.0,not specified,False,False,unknown,25.0
31,m,thin,70.0,computer / hardware / software,False,False,unknown,30.0
28,m,thin,73.0,sales / marketing / biz dev,True,False,unknown,25.0
24,m,athletic,70.0,medicine / health,True,False,unknown,20.0
25,m,thin,70.0,banking / financial / real estate,True,True,pisces,25.0
21,f,average,64.0,student,True,True,aries,20.0
24,f,average,64.0,not specified,True,True,unknown,20.0
19,f,rather not say,67.0,not specified,False,True,libra,15.0
38,f,thin,63.0,science / tech / engineering,True,True,libra,35.0
50,f,rather not say,69.0,hospitality / travel,True,False,aries,50.0
30,f,average,64.0,other,True,True,taurus,30.0
32,f,average,66.0,not specified,False,True,aquarius,30.0
28,f,average,64.0,student,False,True,libra,25.0
26,f,athletic,67.0,sales / marketing / biz dev,False,False,capricorn,25.0
33,f,thin,63.0,student,False,False,pisces,30.0
46,f,athletic,66.0,education / academia,False,False,virgo,45.0
25,m,rather not say,67.0,computer / hardware / software,True,True,leo,25.0
19,m,average,63.0,student,False,True,libra,15.0
25,f,curvy,65.0,not specified,False,False,aquarius,25.0
42,f,average,67.0,other,False,False,scorpio,40.0
34,f,fit,65.0,not specified,True,False,unknown,30.0
18,f,skinny,66.0,other,False,True,aquarius,15.0
22,f,thin,65.0,not specified,False,True,taurus,20.0
30,f,average,60.0,sales / marketing / biz dev,True,True,unknown,30.0
31,f,thin,62.0,not specified,True,True,aquarius,30.0
29,f,fit,64.0,other,False,True,capricorn,25.0
20,m,athletic,66.0,other,False,True,taurus,20.0
26,m,athletic,70.0,not specified,True,False,unknown,25.0
31,f,average,62.0,student,True,False,libra,30.0
31,f,average,65.0,hospitality / travel,True,False,capricorn,30.0
51,f,fit,67.0,other,True,False,leo,50.0
31,f,thin,66.0,education / academia,False,False,taurus,30.0
45,f,skinny,63.0,medicine / health,True,True,gemini,45.0
31,m,athletic,67.0,science / tech / engineering,True,True,capricorn,30.0
26,m,athletic,69.0,computer / hardware / software,False,True,gemini,25.0
25,m,fit,71.0,construction / craftsmanship,False,True,taurus,25.0
23,m,average,72.0,sales / marketing / biz dev,True,False,gemini,20.0
45,m,fit,74.0,science / tech / engineering,True,True,aquarius,45.0
28,m,thin,74.0,other,True,False,unknown,25.0
29,m,average,73.0,sales / marketing / biz dev,True,False,scorpio,25.0
35,m,average,67.0,science / tech / engineering,True,False,taurus,35.0
31,m,fit,69.0,other,False,True,virgo,30.0
32,f,rather not say,61.0,other,False,True,taurus,30.0
55,f,fit,68.0,education / academia,False,False,libra,55.0
34,f,rather not say,71.0,science / tech / engineering,False,False,pisces,30.0
37,f,thin,62.0,medicine / health,True,True,pisces,35.0
28,f,average,61.0,artistic / musical / writer,True,True,sagittarius,25.0
52,f,average,67.0,education / academia,True,True,virgo,50.0
22,m,fit,74.0,computer / hardware / software,True,True,leo,20.0
55,m,fit,74.0,artistic / musical / writer,True,True,cancer,55.0
20,m,average,69.0,student,False,True,unknown,20.0
45,m,average,75.0,education / academia,False,True,leo,45.0
67,f,a little extra,65.0,medicine / health,False,True,taurus,65.0
32,m,rather not say,65.0,education / academia,True,True,virgo,30.0
55,m,thin,69.0,executive / management,False,False,cancer,55.0
25,m,fit,72.0,not specified,False,True,gemini,25.0
43,f,fit,63.0,medicine / health,True,False,taurus,40.0
48,m,average,70.0,executive / management,True,False,leo,45.0
28,m,rather not say,73.0,not specified,False,False,taurus,25.0
33,f,rather not say,62.0,artistic / musical / writer,False,True,taurus,30.0
31,m,average,72.0,not specified,False,True,aquarius,30.0
23,m,average,71.0,not specified,True,True,capricorn,20.0
22,m,average,70.0,other,True,True,sagittarius,20.0
32,f,rather not say,62.0,education / academia,True,True,unknown,30.0
32,m,average,73.0,banking / financial / real estate,False,False,unknown,30.0
32,f,fit,66.0,sales / marketing / biz dev,True,False,scorpio,30.0
37,f,rather not say,66.0,not specified,False,False,aquarius,35.0
29,f,curvy,60.0,student,True,False,sagittarius,25.0
23,f,fit,68.0,medicine / health,False,True,virgo,20.0
18,f,curvy,63.0,student,True,False,unknown,15.0
30,f,skinny,63.0,hospitality / travel,False,True,virgo,30.0
36,f,average,63.0,sales / marketing / biz dev,False,True,aquarius,35.0
38,m,average,70.0,science / tech / engineering,True,True,unknown,35.0
29,m,fit,71.0,sales / marketing / biz dev,False,True,taurus,25.0
26,m,average,73.0,medicine / health,True,True,sagittarius,25.0
25,f,curvy,68.0,entertainment / media,False,True,capricorn,25.0
55,f,curvy,67.0,executive / management,False,True,virgo,55.0
28,f,average,63.0,student,False,False,scorpio,25.0
45,m,fit,75.0,executive / management,False,True,libra,45.0
27,m,athletic,70.0,hospitality / travel,True,True,sagittarius,25.0
37,f,athletic,75.0,artistic / musical / writer,True,False,libra,35.0
26,f,full figured,61.0,medicine / health,False,True,unknown,25.0
25,m,average,68.0,banking / financial / real estate,False,False,pisces,25.0
26,m,athletic,74.0,sales / marketing / biz dev,True,True,gemini,25.0
29,m,athletic,68.0,medicine / health,False,True,capricorn,25.0
24,m,average,71.0,student,False,False,capricorn,20.0
27,m,athletic,69.0,student,False,False,virgo,25.0
47,m,average,72.0,other,True,False,unknown,45.0
30,m,athletic,72.0,other,True,False,unknown,30.0
30,m,average,70.0,not specified,False,False,virgo,30.0
21,m,a little extra,74.0,other,False,True,cancer,20.0
21,m,skinny,67.0,hospitality / travel,False,False,taurus,20.0
32,m,athletic,68.0,construction / craftsmanship,True,False,pisces,30.0
35,f,rather not say,72.0,other,True,False,taurus,35.0
24,f,full figured,73.0,not specified,True,True,aquarius,20.0
21,m,average,67.0,other,False,True,scorpio,20.0
23,m,athletic,72.0,computer / hardware / software,True,True,unknown,20.0
27,m,average,68.0,artistic / musical / writer,False,True,gemini,25.0
26,m,athletic,69.0,not specified,False,False,unknown,25.0
30,m,a little extra,68.0,other,False,True,aquarius,30.0
23,m,average,72.0,construction / craftsmanship,False,True,cancer,20.0
46,m,athletic,70.0,science / tech / engineering,True,False,unknown,45.0
27,f,curvy,64.0,not specified,False,False,leo,25.0
40,m,fit,68.0,education / academia,False,True,capricorn,40.0
39,m,average,71.0,other,False,False,capricorn,35.0
24,m,fit,68.0,not specified,True,True,sagittarius,20.0
54,f,average,61.0,not specified,False,True,unknown,50.0
21,m,thin,75.0,computer / hardware / software,False,True,unknown,20.0
26,m,used up,72.0,retired,True,False,aries,25.0
31,m,average,69.0,entertainment / media,True,False,virgo,30.0
29,m,fit,72.0,education / academia,False,True,unknown,25.0
29,f,fit,62.0,computer / hardware / software,False,True,scorpio,25.0
37,m,rather not say,70.0,computer / hardware / software,False,False,unknown,35.0
26,f,average,62.0,student,True,True,cancer,25.0
44,m,average,69.0,sales / marketing / biz dev,True,True,sagittarius,40.0
53,m,average,77.0,sales / marketing / biz dev,False,True,taurus,50.0
32,m,thin,71.0,computer / hardware / software,False,True,scorpio,30.0
37,m,average,72.0,computer / hardware / software,True,False,aquarius,35.0
23,m,jacked,72.0,science / tech / engineering,False,True,unknown,20.0
30,m,athletic,76.0,medicine / health,False,True,gemini,30.0
40,m,rather not say,71.0,other,True,False,cancer,40.0
37,m,rather not say,72.0,medicine / health,True,True,aquarius,35.0
22,m,athletic,67.0,other,False,True,taurus,20.0
35,m,average,72.0,not specified,False,False,pisces,35.0
55,m,average,72.0,artistic / musical / writer,False,True,unknown,55.0
27,m,athletic,71.0,student,True,True,capricorn,25.0
26,m,thin,71.0,executive / management,False,True,gemini,25.0
26,m,athletic,72.0,banking / financial / real estate,False,False,unknown,25.0
49,m,athletic,71.0,banking / financial / real estate,False,False,aquarius,45.0
31,f,rather not say,65.0,not specified,False,True,sagittarius,30.0
36,m,athletic,73.0,banking / financial / real estate,False,True,sagittarius,35.0
40,f,a little extra,69.0,artistic / musical / writer,True,False,sagittarius,40.0
47,m,rather not say,74.0,computer / hardware / software,True,False,aquarius,45.0
28,m,rather not say,67.0,computer / hardware / software,False,False,cancer,25.0
28,f,fit,66.0,not specified,True,True,gemini,25.0
26,f,average,68.0,entertainment / media,False,True,leo,25.0
23,f,curvy,62.0,hospitality / travel,False,False,aquarius,20.0
30,m,rather not say,67.0,rather not say,True,True,scorpio,30.0
23,m,average,67.0,computer / hardware / software,True,True,gemini,20.0
28,f,athletic,68.0,not specified,True,False,libra,25.0
31,m,fit,73.0,banking / financial / real estate,True,True,aries,30.0
35,f,fit,62.0,other,False,False,scorpio,35.0
29,m,athletic,74.0,executive / management,False,True,aquarius,25.0
32,m,rather not say,75.0,executive / management,True,False,leo,30.0
22,m,fit,69.0,other,False,False,leo,20.0
23,m,athletic,72.0,student,False,True,sagittarius,20.0
39,m,fit,69.0,not specified,True,False,unknown,35.0
36,m,fit,70.0,executive / management,True,True,virgo,35.0
29,m,fit,70.0,computer / hardware / software,True,True,virgo,25.0
44,m,average,71.0,rather not say,True,True,aquarius,40.0
44,m,fit,71.0,education / academia,False,True,leo,40.0
32,m,rather not say,68.0,artistic / musical / writer,True,False,pisces,30.0
39,f,athletic,72.0,not specified,False,True,sagittarius,35.0
27,f,rather not say,64.0,sales / marketing / biz dev,True,True,unknown,25.0
34,f,average,66.0,other,True,False,aries,30.0
29,f,curvy,66.0,medicine / health,False,True,cancer,25.0
30,m,a little extra,75.0,sales / marketing / biz dev,False,True,gemini,30.0
18,f,fit,63.0,student,False,False,libra,15.0
22,m,average,73.0,other,False,True,virgo,20.0
25,m,skinny,68.0,student,True,False,capricorn,25.0
45,m,fit,70.0,banking / financial / real estate,True,True,unknown,45.0
18,m,skinny,71.0,not specified,False,True,scorpio,15.0
31,m,average,68.0,other,True,False,capricorn,30.0
42,f,athletic,60.0,not specified,False,True,scorpio,40.0
40,m,fit,74.0,not specified,False,False,unknown,40.0
22,f,thin,59.0,other,True,True,leo,20.0
43,f,athletic,67.0,artistic / musical / writer,False,False,unknown,40.0
27,m,a little extra,69.0,other,True,True,leo,25.0
31,m,athletic,68.0,executive / management,True,True,libra,30.0
32,m,rather not say,72.0,computer / hardware / software,True,True,aquarius,30.0
27,f,fit,64.0,computer / hardware / software,True,True,cancer,25.0
24,m,athletic,71.0,science / tech / engineering,False,True,aquarius,20.0
32,f,thin,64.0,not specified,True,False,libra,30.0
40,m,fit,68.0,computer / hardware / software,True,True,unknown,40.0
51,f,rather not say,64.0,rather not say,False,False,aries,50.0
34,f,fit,66.0,education / academia,True,True,aquarius,30.0
24,m,average,70.0,student,True,True,scorpio,20.0
37,f,fit,64.0,entertainment / media,False,True,unknown,35.0
37,m,athletic,69.0,entertainment / media,True,True,sagittarius,35.0
25,f,rather not say,64.0,education / academia,True,False,leo,25.0
23,m,thin,72.0,entertainment / media,True,False,sagittarius,20.0
54,m,athletic,72.0,medicine / health,False,True,pisces,50.0
32,f,rather not say,64.0,sales / marketing / biz dev,True,True,scorpio,30.0
29,m,fit,72.0,entertainment / media,False,False,capricorn,25.0
